BOROUGH,BUILDING CLASS CATEGORY,COMMERCIAL UNITS,GROSS SQUARE FEET,SALE PRICE,LAND SQUARE FEET,RESIDENTIAL UNITS
Queens,01 ONE FAMILY DWELLINGS,0,1308,455000,2700,1
Queens,01 ONE FAMILY DWELLINGS,0,1260,335000,1929,1
Queens,01 ONE FAMILY DWELLINGS,0,1440,415000,1532,1
Queens,01 ONE FAMILY DWELLINGS,0,1224,354420,1796,1
Queens,01 ONE FAMILY DWELLINGS,0,1764,300000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1764,556000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1764,589000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1620,527000,4100,1
Queens,01 ONE FAMILY DWELLINGS,0,2288,498000,5000,1
Queens,01 ONE FAMILY DWELLINGS,0,2673,360000,4500,1
Queens,01 ONE FAMILY DWELLINGS,0,1125,325000,3200,1
Queens,01 ONE FAMILY DWELLINGS,0,990,485000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1944,499990,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1764,375500,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1764,580000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1260,386500,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1260,153000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1156,495225,1767,1
Queens,01 ONE FAMILY DWELLINGS,0,1224,430000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1156,425000,1767,1
Queens,01 ONE FAMILY DWELLINGS,1,1920,450000,2007,1
Queens,01 ONE FAMILY DWELLINGS,0,1350,320000,2960,1
Queens,01 ONE FAMILY DWELLINGS,0,1440,130000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1440,385000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1812,269000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1608,440500,2565,1
Queens,01 ONE FAMILY DWELLINGS,0,1628,340000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1188,233000,3142,1
Queens,01 ONE FAMILY DWELLINGS,0,1900,482000,3500,1
Queens,01 ONE FAMILY DWELLINGS,0,1460,462000,2900,1
Queens,01 ONE FAMILY DWELLINGS,0,1432,415000,3657,1
Queens,01 ONE FAMILY DWELLINGS,0,879,305000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1616,320000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1349,330000,2725,1
Queens,01 ONE FAMILY DWELLINGS,0,2197,755000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1332,510000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,445000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1184,320000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,185000,2342,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,455000,2600,1
Queens,01 ONE FAMILY DWELLINGS,0,1496,280000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1496,590000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1736,850000,5000,1
Queens,01 ONE FAMILY DWELLINGS,0,1356,360000,2725,1
Queens,01 ONE FAMILY DWELLINGS,0,1631,465000,1786,1
Queens,01 ONE FAMILY DWELLINGS,0,918,360000,2070,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,450000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1106,299000,1870,1
Queens,01 ONE FAMILY DWELLINGS,0,1156,183500,2200,1
Queens,01 ONE FAMILY DWELLINGS,0,1008,275000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1008,455000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1020,332000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1144,290000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1144,449000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1440,344760,3668,1
Queens,01 ONE FAMILY DWELLINGS,0,1169,400000,2667,1
Queens,01 ONE FAMILY DWELLINGS,0,1169,430000,2200,1
Queens,01 ONE FAMILY DWELLINGS,0,1074,276179,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1074,450000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1078,265000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1160,459000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,434200,1808,1
Queens,01 ONE FAMILY DWELLINGS,0,1332,540000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1460,463500,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1200,450000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1460,325000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1952,185000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1952,310000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,990,635000,4722,1
Queens,01 ONE FAMILY DWELLINGS,0,978,140000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1147,402000,4000,1
Queens,02 TWO FAMILY DWELLINGS,0,1324,586500,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,2016,347500,3742,2
Queens,02 TWO FAMILY DWELLINGS,0,1020,330000,3800,2
Queens,02 TWO FAMILY DWELLINGS,1,2600,460000,1700,2
Queens,02 TWO FAMILY DWELLINGS,0,1852,680400,3107,2
Queens,02 TWO FAMILY DWELLINGS,0,1549,680000,3220,2
Queens,02 TWO FAMILY DWELLINGS,0,2420,567000,6000,2
Queens,02 TWO FAMILY DWELLINGS,0,1526,250000,2843,2
Queens,02 TWO FAMILY DWELLINGS,0,1526,660000,2843,2
Queens,02 TWO FAMILY DWELLINGS,0,1510,160000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1850,445000,1625,2
Queens,02 TWO FAMILY DWELLINGS,0,2284,247000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1920,630000,2850,2
Queens,02 TWO FAMILY DWELLINGS,0,1892,600000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1698,324480,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1570,640000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1944,520000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1903,572500,4000,2
Queens,02 TWO FAMILY DWELLINGS,1,3900,780000,2600,2
Queens,02 TWO FAMILY DWELLINGS,0,2167,643000,4500,2
Queens,02 TWO FAMILY DWELLINGS,0,1415,300000,2919,2
Queens,02 TWO FAMILY DWELLINGS,0,1360,450000,2200,2
Queens,02 TWO FAMILY DWELLINGS,0,1556,385000,2917,2
Queens,02 TWO FAMILY DWELLINGS,0,1500,699000,2917,2
Queens,02 TWO FAMILY DWELLINGS,0,1792,706000,3400,2
Queens,02 TWO FAMILY DWELLINGS,0,1532,357869,2942,2
Queens,02 TWO FAMILY DWELLINGS,0,1224,532000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1672,501999,3000,2
Queens,02 TWO FAMILY DWELLINGS,1,2412,520000,1442,2
Queens,02 TWO FAMILY DWELLINGS,0,1734,446160,2600,2
Queens,02 TWO FAMILY DWELLINGS,0,1734,265000,2600,2
Queens,02 TWO FAMILY DWELLINGS,0,1216,715000,3100,2
Queens,02 TWO FAMILY DWELLINGS,0,1774,675000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1620,280000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1620,539000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1767,270000,2900,2
Queens,02 TWO FAMILY DWELLINGS,0,1540,342000,1799,2
Queens,02 TWO FAMILY DWELLINGS,0,1564,520000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1552,390000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1129,895000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,1220,352500,4600,2
Queens,02 TWO FAMILY DWELLINGS,0,1584,385000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1584,699000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1308,830000,4000,1
Queens,02 TWO FAMILY DWELLINGS,0,1960,675000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1658,385000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1658,665000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1626,415000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1296,475000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1403,455000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1200,579000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,2064,570000,3800,2
Queens,02 TWO FAMILY DWELLINGS,0,1792,369000,2808,2
Queens,02 TWO FAMILY DWELLINGS,0,1800,385000,3308,2
Queens,02 TWO FAMILY DWELLINGS,0,2386,735000,4241,2
Queens,02 TWO FAMILY DWELLINGS,0,1640,195225,3168,2
Queens,02 TWO FAMILY DWELLINGS,0,1640,725000,3168,2
Queens,02 TWO FAMILY DWELLINGS,0,1640,425000,3038,2
Queens,02 TWO FAMILY DWELLINGS,0,2473,720000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,2289,930000,6000,1
Queens,02 TWO FAMILY DWELLINGS,0,1285,1181543,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,2078,643400,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1197,300000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,1197,510000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,1747,405000,6000,2
